id,Exited
165488,0
165489,0
165490,1
165491,0
165492,1
165493,1
165494,0
165495,0
165496,1
165497,1
165498,1
165499,1
165500,0
165501,0
165502,0
165503,0
165504,1
165505,0
165506,0
165507,0
165508,0
165509,1
165510,1
165511,1
165512,0
165513,0
165514,1
165515,0
165516,1
165517,1
165518,0
165519,1
165520,1
165521,0
165522,0
165523,0
165524,0
165525,1
165526,1
165527,1
165528,0
165529,0
165530,0
165531,1
165532,0
165533,0
165534,1
165535,0
165536,0
165537,0
165538,1
165539,0
165540,0
165541,0
165542,0
165543,1
165544,0
165545,0
165546,0
165547,0
165548,0
165549,1
165550,1
165551,0
165552,0
165553,1
165554,0
165555,1
165556,1
165557,0
165558,0
165559,0
165560,1
165561,0
165562,0
165563,1
165564,1
165565,1
165566,0
165567,1
165568,1
165569,0
165570,0
165571,0
165572,1
165573,1
165574,0
165575,1
165576,0
165577,0
165578,1
165579,0
165580,0
165581,1
165582,0
165583,1
165584,0
165585,1
165586,0
165587,0
165588,1
165589,1
165590,1
165591,1
165592,0
165593,0
165594,0
165595,0
165596,0
165597,0
165598,1
165599,1
165600,0
165601,0
165602,0
165603,1
165604,0
165605,1
165606,0
165607,1
165608,1
165609,1
165610,1
165611,0
165612,0
165613,0
165614,0
165615,1
165616,0
165617,1
165618,1
165619,1
165620,0
165621,0
165622,0
165623,0
165624,0
165625,0
165626,0
165627,0
165628,0
165629,1
165630,1
165631,0
165632,0
165633,0
165634,0
165635,1
165636,0
165637,0
165638,1
165639,0
165640,1
165641,0
165642,0
165643,1
165644,0
165645,1
165646,0
165647,0
165648,1
165649,0
165650,1
165651,0
165652,0
165653,1
165654,0
165655,1
165656,1
165657,1
165658,1
165659,1
165660,1
165661,1
165662,1
165663,1
165664,0
165665,0
165666,0
165667,0
165668,0
165669,1
165670,0
165671,0
165672,1
165673,1
165674,1
165675,1
165676,1
165677,0
165678,1
165679,0
165680,0
165681,1
165682,0
165683,0
165684,0
165685,0
165686,0
165687,1
165688,1
165689,0
165690,0
165691,0
165692,1
165693,0
165694,0
165695,0
165696,1
165697,0
165698,1
165699,1
165700,1
165701,1
165702,0
165703,1
165704,0
165705,0
165706,1
165707,0
165708,0
165709,0
165710,0
165711,0
165712,0
165713,1
165714,1
165715,0
165716,1
165717,1
165718,0
165719,0
165720,0
165721,1
165722,1
165723,0
165724,1
165725,0
165726,0
165727,0
165728,0
165729,0
165730,0
165731,1
165732,1
165733,0
165734,1
165735,0
165736,1
165737,1
165738,0
165739,0
165740,1
165741,0
165742,0
165743,1
165744,0
165745,0
165746,1
165747,0
165748,1
165749,1
165750,0
165751,1
165752,0
165753,0
165754,1
165755,1
165756,1
165757,1
165758,1
165759,0
165760,0
165761,1
165762,1
165763,1
165764,0
165765,1
165766,1
165767,0
165768,1
165769,0
165770,0
165771,0
165772,0
165773,0
165774,0
165775,0
165776,1
165777,1
165778,0
165779,0
165780,1
165781,1
165782,0
165783,1
165784,1
165785,0
165786,0
165787,0
165788,0
165789,1
165790,1
165791,1
165792,1
165793,0
165794,0
165795,1
165796,0
165797,0
165798,0
165799,1
165800,1
165801,1
165802,0
165803,0
165804,0
165805,1
165806,0
165807,0
165808,0
165809,1
165810,0
165811,0
165812,1
165813,1
165814,0
165815,0
165816,0
165817,0
165818,1
165819,1
165820,0
165821,0
165822,0
165823,0
165824,1
165825,0
165826,0
165827,1
165828,0
165829,1
165830,1
165831,1
165832,0
165833,0
165834,1
165835,0
165836,0
165837,0
165838,0
165839,1
165840,0
165841,0
165842,0
165843,0
165844,0
165845,1
165846,0
165847,0
165848,0
165849,1
165850,1
165851,1
165852,1
165853,0
165854,0
165855,0
165856,0
165857,1
165858,1
165859,0
165860,0
165861,1
165862,0
165863,0
165864,1
165865,0
165866,0
165867,1
165868,0
165869,0
165870,1
165871,1
165872,1
165873,0
165874,0
165875,1
165876,0
165877,1
165878,1
165879,0
165880,0
165881,1
165882,1
165883,0
165884,1
165885,1
165886,0
165887,1
165888,1
165889,0
165890,1
165891,0
165892,0
165893,1
165894,0
165895,0
165896,1
165897,1
165898,0
165899,1
165900,0
165901,1
165902,1
165903,0
165904,0
165905,1
165906,1
165907,0
165908,0
165909,0
165910,1
165911,0
165912,0
165913,0
165914,1
165915,0
165916,0
165917,0
165918,0
165919,0
165920,1
165921,0
165922,0
165923,1
165924,0
165925,0
165926,1
165927,0
165928,1
165929,0
165930,1
165931,0
165932,1
165933,1
165934,0
165935,0
165936,0
165937,0
165938,0
165939,1
165940,1
165941,1
165942,0
165943,1
165944,0
165945,1
165946,0
165947,0
165948,0
165949,0
165950,0
165951,1
165952,1
165953,0
165954,0
165955,0
165956,1
165957,0
165958,0
165959,0
165960,0
165961,1
165962,1
165963,1
165964,0
165965,0
165966,1
165967,0
165968,1
165969,1
165970,1
165971,1
165972,1
165973,0
165974,1
165975,1
165976,0
165977,0
165978,1
165979,1
165980,0
165981,1
165982,0
165983,0
165984,0
165985,0
165986,0
165987,1
165988,0
165989,1
165990,0
165991,1
165992,0
165993,1
165994,0
165995,0
165996,1
165997,1
165998,1
165999,0
166000,0
166001,0
166002,0
166003,1
166004,0
166005,0
166006,0
166007,0
166008,0
166009,1
166010,1
166011,0
166012,0
166013,0
166014,1
166015,0
166016,1
166017,0
166018,1
166019,0
166020,0
166021,0
166022,0
166023,0
166024,1
166025,0
166026,0
166027,0
166028,1
166029,0
166030,0
166031,0
166032,0
166033,0
166034,0
166035,1
166036,1
166037,1
166038,0
166039,0
166040,1
166041,0
166042,0
166043,1
166044,1
166045,0
166046,1
166047,0
166048,0
166049,1
166050,1
166051,0
166052,1
166053,1
166054,0
166055,1
166056,0
166057,0
166058,1
166059,1
166060,1
166061,1
166062,0
166063,1
166064,0
166065,1
166066,0
166067,0
166068,0
166069,1
166070,1
166071,0
166072,1
166073,1
166074,1
166075,1
166076,0
166077,0
166078,0
166079,0
166080,1
166081,1
166082,1
166083,1
166084,1
166085,1
166086,0
166087,0
166088,1
166089,0
166090,1
166091,1
166092,1
166093,1
166094,1
166095,0
166096,1
166097,1
166098,1
166099,1
166100,0
166101,0
166102,0
166103,0
166104,1
166105,1
166106,1
166107,0
166108,1
166109,1
166110,0
166111,0
166112,1
166113,1
166114,0
166115,0
166116,1
166117,0
166118,0
166119,0
166120,0
166121,0
166122,0
166123,0
166124,0
166125,1
166126,0
166127,0
166128,0
166129,1
166130,1
166131,1
166132,0
166133,0
166134,1
166135,1
166136,0
166137,1
166138,1
166139,1
166140,0
166141,0
166142,0
166143,1
166144,1
166145,0
166146,0
166147,1
166148,1
166149,0
166150,0
166151,1
166152,0
166153,0
166154,0
166155,1
166156,0
166157,1
166158,0
166159,0
166160,0
166161,0
166162,1
166163,0
166164,1
166165,0
166166,0
166167,0
166168,0
166169,1
166170,1
166171,0
166172,1
166173,0
166174,0
166175,0
166176,0
166177,0
166178,1
166179,0
166180,0
166181,1
166182,1
166183,1
166184,1
166185,0
166186,1
166187,1
166188,1
166189,0
166190,0
166191,1
166192,0
166193,0
166194,0
166195,0
166196,1
166197,1
166198,1
166199,0
166200,1
166201,1
166202,0
166203,0
166204,1
166205,0
166206,1
166207,1
166208,1
166209,0
166210,0
166211,0
166212,0
166213,0
166214,1
166215,0
166216,0
166217,0
166218,1
166219,0
166220,1
166221,1
166222,0
166223,0
166224,1
166225,0
166226,0
166227,0
166228,1
166229,0
166230,0
166231,1
166232,0
166233,1
166234,0
166235,0
166236,0
166237,1
166238,1
166239,0
166240,0
166241,0
166242,0
166243,0
166244,1
166245,0
166246,0
166247,0
166248,1
166249,0
166250,0
166251,0
166252,0
166253,1
166254,0
166255,0
166256,1
166257,1
166258,0
166259,1
166260,0
166261,1
166262,0
166263,1
166264,0
166265,1
166266,0
166267,1
166268,1
166269,1
166270,1
166271,0
166272,0
166273,0
166274,0
166275,0
166276,0
166277,0
166278,0
166279,1
166280,0
166281,0
166282,0
166283,0
166284,0
166285,0
166286,1
166287,0
166288,0
166289,0
166290,0
166291,0
166292,0
166293,0
166294,0
166295,1
166296,1
166297,1
166298,1
166299,1
166300,0
166301,1
166302,0
166303,0
166304,1
166305,0
166306,1
166307,0
166308,1
166309,0
166310,1
166311,1
166312,0
166313,1
166314,1
166315,0
166316,1
166317,1
166318,1
166319,0
166320,0
166321,0
166322,1
166323,1
166324,1
166325,1
166326,1
166327,0
166328,1
166329,0
166330,1
166331,1
166332,1
166333,1
166334,0
166335,0
166336,0
166337,1
166338,0
166339,1
166340,0
166341,0
166342,1
166343,0
166344,0
166345,0
166346,1
166347,1
166348,1
166349,1
166350,0
166351,0
166352,1
166353,0
166354,0
166355,1
166356,1
166357,1
166358,0
166359,0
166360,0
166361,1
166362,1
166363,1
166364,0
166365,1
166366,0
166367,1
166368,1
166369,1
166370,0
166371,1
166372,0
166373,0
166374,0
166375,0
166376,0
166377,1
166378,1
166379,0
166380,1
166381,0
166382,1
166383,0
166384,0
166385,1
166386,0
166387,0
166388,0
166389,1
166390,1
166391,0
166392,0
166393,0
166394,1
166395,0
166396,0
166397,1
166398,1
166399,0
166400,0
166401,0
166402,0
166403,1
166404,1
166405,1
166406,1
166407,0
166408,0
166409,0
166410,0
166411,0
166412,1
166413,1
166414,1
166415,0
166416,0
166417,1
166418,1
166419,0
166420,1
166421,0
166422,1
166423,0
166424,0
166425,0
166426,1
166427,1
166428,1
166429,0
166430,1
166431,0
166432,0
166433,0
166434,1
166435,0
166436,1
166437,1
166438,1
166439,1
166440,0
166441,0
166442,0
166443,0
166444,1
166445,0
166446,0
166447,0
166448,0
166449,0
166450,0
166451,1
166452,0
166453,0
166454,1
166455,0
166456,0
166457,1
166458,0
166459,1
166460,0
166461,1
166462,1
166463,1
166464,1
166465,0
166466,0
166467,0
166468,0
166469,0
166470,1
166471,0
166472,0
166473,0
166474,1
166475,1
166476,0
166477,0
166478,0
166479,1
166480,0
166481,0
166482,0
166483,1
166484,1
166485,1
166486,1
166487,0
166488,0
166489,0
166490,1
166491,0
166492,1
166493,0
166494,0
166495,0
166496,1
166497,1
166498,0
166499,1
166500,0
166501,0
166502,1
166503,0
166504,0
166505,1
166506,0
166507,0
166508,1
166509,0
166510,1
166511,0
166512,1
166513,0
166514,1
166515,0
166516,1
166517,1
166518,0
166519,0
166520,1
166521,0
166522,0
166523,1
166524,1
166525,0
166526,0
166527,1
166528,1
166529,1
166530,0
166531,0
166532,1
166533,1
166534,1
166535,1
166536,0
166537,0
166538,0
166539,0
166540,0
166541,1
166542,1
166543,1
166544,0
166545,0
166546,1
166547,0
166548,1
166549,1
166550,1
166551,0
166552,1
166553,0
166554,1
166555,0
166556,0
166557,0
166558,1
166559,0
166560,1
166561,1
166562,0
166563,1
166564,1
166565,0
166566,0
166567,0
166568,0
166569,0
166570,1
166571,0
166572,0
166573,0
166574,0
166575,1
166576,0
166577,0
166578,0
166579,0
166580,1
166581,0
166582,0
166583,0
166584,0
166585,0
166586,1
166587,0
166588,1
166589,1
166590,0
166591,0
166592,1
166593,0
166594,0
166595,0
166596,1
166597,0
166598,0
166599,1
166600,1
166601,0
166602,0
166603,1
166604,0
166605,0
166606,1
166607,0
166608,0
166609,0
166610,1
166611,0
166612,0
166613,1
166614,1
166615,0
166616,0
166617,0
166618,1
166619,1
166620,1
166621,1
166622,1
166623,1
166624,0
166625,0
166626,1
166627,0
166628,1
166629,1
166630,0
166631,1
166632,0
166633,0
166634,0
166635,1
166636,0
166637,1
166638,0
166639,0
166640,1
166641,0
166642,1
166643,0
166644,1
166645,1
166646,0
166647,0
166648,0
166649,1
166650,0
166651,0
166652,1
166653,0
166654,0
166655,0
166656,0
166657,1
166658,0
166659,0
166660,0
166661,1
166662,0
166663,0
166664,0
166665,0
166666,0
166667,0
166668,1
166669,0
166670,0
166671,1
166672,0
166673,1
166674,1
166675,0
166676,1
166677,0
166678,1
166679,1
166680,0
166681,1
166682,0
166683,0
166684,0
166685,0
166686,0
166687,1
166688,0
166689,0
166690,1
166691,1
166692,1
166693,1
166694,0
166695,1
166696,0
166697,0
166698,1
166699,0
166700,1
166701,0
166702,0
166703,0
166704,0
166705,0
166706,1
166707,0
166708,1
166709,0
166710,1
166711,1
166712,1
166713,1
166714,0
166715,0
166716,1
166717,0
166718,0
166719,0
166720,1
166721,0
166722,1
166723,1
166724,0
166725,0
166726,0
166727,0
166728,0
166729,1
166730,0
166731,1
166732,0
166733,0
166734,1
166735,1
166736,0
166737,1
166738,0
166739,0
166740,0
166741,0
166742,0
166743,0
166744,0
166745,1
166746,0
166747,0
166748,1
166749,0
166750,0
166751,1
166752,0
166753,0
166754,1
166755,0
166756,0
166757,1
166758,1
166759,1
166760,0
166761,0
166762,1
166763,1
166764,0
166765,1
166766,1
166767,0
166768,0
166769,0
166770,0
166771,1
166772,1
166773,0
166774,1
166775,0
166776,1
166777,0
166778,0
166779,0
166780,0
166781,1
166782,0
166783,1
166784,1
166785,1
166786,0
166787,1
166788,0
166789,0
166790,0
166791,1
166792,0
166793,0
166794,0
166795,0
166796,1
166797,0
166798,0
166799,1
166800,1
166801,1
166802,0
166803,0
166804,1
166805,0
166806,1
166807,0
166808,1
166809,1
166810,0
166811,0
166812,0
166813,0
166814,0
166815,1
166816,1
166817,1
166818,0
166819,1
166820,0
166821,0
166822,1
166823,0
166824,0
166825,0
166826,0
166827,1
166828,0
166829,0
166830,1
166831,1
166832,1
166833,0
166834,1
166835,0
166836,1
166837,0
166838,1
166839,0
166840,1
166841,1
166842,1
166843,0
166844,0
166845,0
166846,1
166847,0
166848,0
166849,0
166850,0
166851,0
166852,0
166853,0
166854,0
166855,1
166856,0
166857,1
166858,1
166859,0
166860,0
166861,1
166862,0
166863,1
166864,0
166865,0
166866,1
166867,1
166868,0
166869,0
166870,1
166871,0
166872,1
166873,1
166874,1
166875,0
166876,1
166877,1
166878,1
166879,0
166880,1
166881,0
166882,1
166883,0
166884,0
166885,0
166886,0
166887,1
166888,1
166889,0
166890,0
166891,1
166892,1
166893,0
166894,0
166895,1
166896,1
166897,1
166898,1
166899,0
166900,0
166901,0
166902,0
166903,0
166904,0
166905,0
166906,1
166907,0
166908,0
166909,1
166910,0
166911,1
166912,1
166913,0
166914,0
166915,1
166916,1
166917,1
166918,0
166919,1
166920,0
166921,0
166922,0
166923,1
166924,0
166925,0
166926,0
166927,1
166928,0
166929,0
166930,0
166931,0
166932,0
166933,1
166934,0
166935,1
166936,1
166937,0
166938,1
166939,1
166940,0
166941,1
166942,1
166943,1
166944,1
166945,0
166946,1
166947,1
166948,1
166949,1
166950,1
166951,0
166952,0
166953,0
166954,1
166955,1
166956,1
166957,0
166958,1
166959,0
166960,0
166961,0
166962,0
166963,0
166964,1
166965,1
166966,1
166967,1
166968,0
166969,1
166970,1
166971,1
166972,0
166973,0
166974,0
166975,0
166976,1
166977,0
166978,0
166979,1
166980,1
166981,1
166982,1
166983,0
166984,0
166985,0
166986,1
166987,1
166988,0
166989,0
166990,0
166991,0
166992,1
166993,1
166994,1
166995,0
166996,1
166997,0
166998,0
166999,0
167000,0
167001,0
167002,1
167003,0
167004,1
167005,0
167006,1
167007,1
167008,1
167009,1
167010,0
167011,0
167012,0
167013,1
167014,0
167015,0
167016,0
167017,0
167018,1
167019,1
167020,0
167021,0
167022,0
167023,0
167024,0
167025,0
167026,1
167027,0
167028,1
167029,0
167030,1
167031,1
167032,0
167033,0
167034,0
167035,1
167036,1
167037,1
167038,1
167039,0
167040,0
167041,0
167042,1
167043,0
167044,1
167045,1
167046,1
167047,0
167048,0
167049,1
167050,1
167051,1
167052,0
167053,0
167054,0
167055,0
167056,1
167057,0
167058,1
167059,0
167060,0
167061,0
167062,0
167063,1
167064,1
167065,0
167066,1
167067,0
167068,1
167069,0
167070,0
167071,1
167072,0
167073,0
167074,0
167075,0
167076,1
167077,0
167078,1
167079,0
167080,1
167081,1
167082,0
167083,1
167084,1
167085,1
167086,0
167087,0
167088,0
167089,1
167090,1
167091,1
167092,0
167093,1
167094,1
167095,0
167096,1
167097,1
167098,0
167099,1
167100,1
167101,0
167102,0
167103,0
167104,0
167105,1
167106,0
167107,0
167108,0
167109,0
167110,1
167111,0
167112,0
167113,0
167114,0
167115,0
167116,1
167117,0
167118,1
167119,0
167120,1
167121,0
167122,1
167123,1
167124,1
167125,0
167126,1
167127,1
167128,1
167129,0
167130,1
167131,0
167132,0
167133,1
167134,1
167135,0
167136,1
167137,1
167138,1
167139,1
167140,1
167141,0
167142,1
167143,1
167144,1
167145,0
167146,0
167147,0
167148,1
167149,1
167150,1
167151,1
167152,1
167153,0
167154,1
167155,0
167156,1
167157,0
167158,1
167159,1
167160,0
167161,0
167162,0
167163,0
167164,0
167165,0
167166,1
167167,0
167168,0
167169,0
167170,0
167171,1
167172,0
167173,0
167174,0
167175,1
167176,0
167177,0
167178,1
167179,0
167180,1
167181,0
167182,0
167183,1
167184,0
167185,0
167186,0
167187,0
167188,0
167189,0
167190,1
167191,1
167192,0
167193,0
167194,1
167195,1
167196,0
167197,1
167198,1
167199,0
167200,1
167201,1
167202,1
167203,0
167204,0
167205,0
167206,1
167207,0
167208,0
167209,1
167210,0
167211,1
167212,0
167213,0
167214,1
167215,1
167216,0
167217,0
167218,1
167219,0
167220,1
167221,0
167222,0
167223,0
167224,0
167225,1
167226,0
167227,0
167228,1
167229,0
167230,0
167231,0
167232,0
167233,1
167234,1
167235,0
167236,0
167237,1
167238,0
167239,0
167240,0
167241,1
167242,1
167243,0
167244,0
167245,0
167246,1
167247,1
167248,0
167249,1
167250,0
167251,0
167252,1
167253,0
167254,0
167255,1
167256,1
167257,0
167258,1
167259,1
167260,0
167261,1
167262,1
167263,1
167264,1
167265,1
167266,0
167267,0
167268,0
167269,0
167270,1
167271,0
167272,0
167273,0
167274,0
167275,1
167276,1
167277,1
167278,0
167279,0
167280,0
167281,0
167282,1
167283,0
167284,1
167285,0
167286,0
167287,0
167288,1
167289,0
167290,1
167291,0
167292,1
167293,0
167294,0
167295,0
167296,0
167297,0
167298,0
167299,1
167300,1
167301,0
167302,0
167303,1
167304,0
167305,1
167306,1
167307,1
167308,0
167309,0
167310,0
167311,0
167312,1
167313,0
167314,0
167315,0
167316,0
167317,0
167318,0
167319,0
167320,1
167321,0
167322,0
167323,0
167324,0
167325,0
167326,1
167327,0
167328,0
167329,0
167330,1
167331,1
167332,1
167333,1
167334,1
167335,0
167336,1
167337,0
167338,1
167339,0
167340,1
167341,0
167342,0
167343,0
167344,0
167345,0
167346,1
167347,0
167348,1
167349,1
167350,0
167351,0
167352,0
167353,0
167354,1
167355,1
167356,1
167357,0
167358,1
167359,1
167360,0
167361,0
167362,0
167363,1
167364,1
167365,0
167366,0
167367,1
167368,0
167369,1
167370,0
167371,0
167372,1
167373,0
167374,1
167375,0
167376,0
167377,0
167378,1
167379,1
167380,1
167381,0
167382,0
167383,0
167384,0
167385,0
167386,0
167387,0
167388,0
167389,0
167390,1
167391,0
167392,1
167393,1
167394,0
167395,0
167396,1
167397,0
167398,1
167399,0
167400,0
167401,1
167402,1
167403,1
167404,0
167405,0
167406,1
167407,1
167408,0
167409,0
167410,0
167411,0
167412,1
167413,0
167414,0
167415,0
167416,0
167417,0
167418,1
167419,1
167420,0
167421,1
167422,1
167423,1
167424,1
167425,1
167426,1
167427,0
167428,0
167429,0
167430,1
167431,0
167432,0
167433,0
167434,0
167435,0
167436,1
167437,0
167438,0
167439,0
167440,0
167441,1
167442,0
167443,0
167444,1
167445,1
167446,0
167447,0
167448,0
167449,0
167450,0
167451,1
167452,1
167453,1
167454,1
167455,0
167456,0
167457,1
167458,0
167459,0
167460,0
167461,0
167462,0
167463,0
167464,0
167465,0
167466,0
167467,0
167468,1
167469,0
167470,0
167471,0
167472,0
167473,1
167474,1
167475,0
167476,0
167477,1
167478,0
167479,0
167480,0
167481,1
167482,1
167483,0
167484,0
167485,1
167486,1
167487,1
167488,0
167489,1
167490,0
167491,1
167492,0
167493,0
167494,0
167495,0
167496,1
167497,0
167498,0
167499,1
167500,0
167501,0
167502,0
167503,1
167504,1
167505,1
167506,0
167507,1
167508,0
167509,1
167510,0
167511,0
167512,0
167513,1
167514,1
167515,1
167516,0
167517,1
167518,1
167519,1
167520,0
167521,1
167522,0
167523,1
167524,0
167525,0
167526,0
167527,1
167528,1
167529,1
167530,1
167531,1
167532,0
167533,1
167534,1
167535,0
167536,1
167537,0
167538,0
167539,1
167540,1
167541,1
167542,0
167543,0
167544,0
167545,0
167546,0
167547,0
167548,1
167549,1
167550,0
167551,0
167552,1
167553,0
167554,0
167555,0
167556,0
167557,1
167558,0
167559,0
167560,0
167561,1
167562,1
167563,1
167564,0
167565,1
167566,0
167567,0
167568,0
167569,1
167570,0
167571,0
167572,1
167573,0
167574,0
167575,0
167576,0
167577,1
167578,1
167579,1
167580,1
167581,0
167582,1
167583,0
167584,1
167585,0
167586,0
167587,0
167588,0
167589,1
167590,0
167591,1
167592,0
167593,0
167594,0
167595,0
167596,1
167597,0
167598,0
167599,1
167600,0
167601,1
167602,1
167603,1
167604,0
167605,0
167606,0
167607,0
167608,1
167609,0
167610,0
167611,0
167612,0
167613,1
167614,0
167615,1
167616,0
167617,0
167618,0
167619,0
167620,0
167621,1
167622,0
167623,0
167624,0
167625,0
167626,0
167627,1
167628,1
167629,1
167630,0
167631,1
167632,0
167633,1
167634,1
167635,0
167636,0
167637,1
167638,1
167639,1
167640,0
167641,0
167642,1
167643,0
167644,0
167645,0
167646,0
167647,0
167648,0
167649,0
167650,0
167651,1
167652,0
167653,0
167654,1
167655,1
167656,1
167657,0
167658,1
167659,0
167660,0
167661,1
167662,0
167663,0
167664,0
167665,1
167666,1
167667,0
167668,0
167669,0
167670,0
167671,1
167672,1
167673,0
167674,0
167675,1
167676,0
167677,0
167678,0
167679,0
167680,0
167681,1
167682,1
167683,1
167684,0
167685,0
167686,1
167687,1
167688,0
167689,0
167690,0
167691,0
167692,0
167693,1
167694,1
167695,0
167696,0
167697,1
167698,0
167699,1
167700,0
167701,0
167702,0
167703,1
167704,0
167705,0
167706,1
167707,1
167708,0
167709,1
167710,1
167711,0
167712,1
167713,1
167714,0
167715,0
167716,0
167717,0
167718,0
167719,1
167720,0
167721,1
167722,1
167723,0
167724,0
167725,1
167726,0
167727,0
167728,0
167729,0
167730,0
167731,0
167732,0
167733,0
167734,0
167735,0
167736,1
167737,1
167738,0
167739,0
167740,1
167741,0
167742,1
167743,1
167744,0
167745,0
167746,1
167747,0
167748,0
167749,1
167750,0
167751,1
167752,0
167753,1
167754,1
167755,1
167756,1
167757,0
167758,0
167759,1
167760,0
167761,1
167762,0
167763,0
167764,0
167765,1
167766,1
167767,0
167768,0
167769,0
167770,0
167771,1
167772,0
167773,0
167774,0
167775,1
167776,1
167777,1
167778,0
167779,0
167780,0
167781,0
167782,1
167783,0
167784,1
167785,1
167786,1
167787,1
167788,0
167789,0
167790,0
167791,1
167792,0
167793,0
167794,1
167795,1
167796,0
167797,0
167798,1
167799,0
167800,1
167801,0
167802,0
167803,1
167804,0
167805,0
167806,0
167807,0
167808,0
167809,1
167810,1
167811,0
167812,1
167813,0
167814,0
167815,1
167816,0
167817,0
167818,0
167819,0
167820,1
167821,0
167822,0
167823,1
167824,0
167825,0
167826,0
167827,0
167828,1
167829,0
167830,0
